"Tool","degree_bin","frac_bin","count","total_nodes","count_norm"
"ggCaller",7,"30%–35%",3,7573,0.000396144196487521
"ggCaller",7,"35%–40%",2,7573,0.000264096130991681
"ggCaller",7,"45%–50%",2,7573,0.000264096130991681
"ggCaller",7,"50%–55%",1,7573,0.00013204806549584
"ggCaller",7,"55%–60%",4,7573,0.000528192261983362
"ggCaller",7,"60%–65%",2,7573,0.000264096130991681
"ggCaller",7,"65%–70%",3,7573,0.000396144196487521
"ggCaller",7,"70%–75%",1,7573,0.00013204806549584
"ggCaller",7,"80%–85%",1,7573,0.00013204806549584
"ggCaller",7,"85%–90%",3,7573,0.000396144196487521
"ggCaller",7,"90%–95%",9,7573,0.00118843258946256
"ggCaller",7,"95%–100%",16,7573,0.00211276904793345
"ggCaller",8,"5%–10%",1,7573,0.00013204806549584
"ggCaller",8,"10%–15%",1,7573,0.00013204806549584
"ggCaller",8,"25%–30%",1,7573,0.00013204806549584
"ggCaller",8,"30%–35%",1,7573,0.00013204806549584
"ggCaller",8,"35%–40%",5,7573,0.000660240327479202
"ggCaller",8,"40%–45%",1,7573,0.00013204806549584
"ggCaller",8,"45%–50%",1,7573,0.00013204806549584
"ggCaller",8,"55%–60%",1,7573,0.00013204806549584
"ggCaller",8,"60%–65%",1,7573,0.00013204806549584
"ggCaller",8,"70%–75%",3,7573,0.000396144196487521
"ggCaller",8,"75%–80%",2,7573,0.000264096130991681
"ggCaller",8,"80%–85%",1,7573,0.00013204806549584
"ggCaller",8,"90%–95%",1,7573,0.00013204806549584
"ggCaller",8,"95%–100%",12,7573,0.00158457678595009
"ggCaller",9,"10%–15%",1,7573,0.00013204806549584
"ggCaller",9,"20%–25%",2,7573,0.000264096130991681
"ggCaller",9,"35%–40%",1,7573,0.00013204806549584
"ggCaller",9,"40%–45%",1,7573,0.00013204806549584
"ggCaller",9,"45%–50%",2,7573,0.000264096130991681
"ggCaller",9,"50%–55%",1,7573,0.00013204806549584
"ggCaller",9,"55%–60%",1,7573,0.00013204806549584
"ggCaller",9,"60%–65%",1,7573,0.00013204806549584
"ggCaller",9,"65%–70%",2,7573,0.000264096130991681
"ggCaller",9,"70%–75%",1,7573,0.00013204806549584
"ggCaller",9,"75%–80%",2,7573,0.000264096130991681
"ggCaller",9,"80%–85%",4,7573,0.000528192261983362
"ggCaller",9,"90%–95%",3,7573,0.000396144196487521
"ggCaller",9,"95%–100%",5,7573,0.000660240327479202
"ggCaller",10,"10%–15%",1,7573,0.00013204806549584
"ggCaller",10,"20%–25%",1,7573,0.00013204806549584
"ggCaller",10,"25%–30%",1,7573,0.00013204806549584
"ggCaller",10,"40%–45%",1,7573,0.00013204806549584
"ggCaller",10,"60%–65%",3,7573,0.000396144196487521
"ggCaller",10,"70%–75%",1,7573,0.00013204806549584
"ggCaller",10,"85%–90%",8,7573,0.00105638452396672
"ggCaller",10,"90%–95%",6,7573,0.000792288392975043
"ggCaller",10,"95%–100%",10,7573,0.0013204806549584
